ID_Transacao,ID_Pedido,Data_Venda,ID_Cliente,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade,Localidade_Venda,Metodo_Pagamento,Status_Pedido
TRX0007333,PED003886,2026-05-27,CLI00480,Hub USB-C,Acessorios,132.88,1,Porto Alegre/RS/Brasil,Cartao de Credito,Entregue
TRX0007334,PED003886,2026-05-27,CLI00480,Livro Historia do Brasil,Livros,67.30,2,Porto Alegre/RS/Brasil,Cartao de Credito,Entregue
TRX0007335,PED003887,24-05-2026,CLI00532,Teclado Mecanico,Acessorios,"370,75",2,Campinas/SP/Brasil,Cartao de Credito,Entregue
TRX0007336,PED003888,2026-05-24,CLI00122,Halteres 10kg,Esporte,182.04,3,Brasilia/DF/Brasil,Boleto,Entregue
TRX0007337,PED003888,2026-05-24,CLI00122,Headset Gamer,Acessorios,"260,23",1,Brasilia/DF/Brasil,Boleto,Entregue
TRX0007338,PED003889,2026-05-20,CLI00043,Tapete de Yoga,Esporte,"148,38",1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0007339,PED003890,2026-05-07,CLI00062,Cafeteira Eletrica,Casa,"R$ 305,57",1,Curitiba/PR/Brasil,Pix,Entregue
TRX0007340,PED003891,2026-05-30,CLI00625,Tapete de Yoga,Esporte,158.66,2,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Processando
TRX0007341,PED003891,2026-05-30,CLI00625,Halteres 10kg,Esporte,197.06,1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Processando
TRX0007342,PED003891,30/05/2026,CLI00625,Carregador Turbo,Acessorios,"R$ 96,66",1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Processando
TRX0007343,PED003892,04-05-2026,CLI00652,Tablet 10,Eletronicos,"R$ 1.236,69",1,Fortaleza/CE/Brasil,Cartao de Credito,Cancelado
TRX0007344,PED003893,2026-05-25,CLI00492,Vestido Midi,moda,209.04,1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Devolvido
TRX0007345,PED003893,,CLI00492,Liquidificador Potente,Casa,"R$ 208,43",1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Devolvido
TRX0007346,PED003894,2026-05-01,CLI00480,Carregador Turbo,Acessorios,"R$ 100,08",1,Porto Alegre/RS/Brasil,Pix,Entregue
TRX0007347,PED003895,2026-05-03,CLI00643,Carregador Turbo,Acessorios,94.91,1,Sao Paulo/SP/Brasil,Cartao de Credito,Processando
TRX0007348,PED003895,2026-05-03,CLI00643,Smartphone X200,Eletronicos,2289.88,1,Sao Paulo/SP/Brasil,Cartao de Credito,Processando
TRX0007349,PED003896,2026-05-14,CLI00278,Liquidificador Potente,Casa,209.12,4,Rio de Janeiro/RJ/Brasil,Boleto,Entregue
TRX0007350,PED003896,14-05-2026,CLI00278,Notebook Ultrafino,Eletronicos,"R$ 3.346,06",1,Rio de Janeiro/RJ/Brasil,Boleto,Entregue
TRX0007351,PED003897,2026-05-12,CLI00314,Tapete de Yoga,Esporte,"157,09",2,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0007352,PED003897,2026-05-12,CLI00314,Monitor 27,Eletronicos,1141.80,1,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0007353,PED003897,31/02/2025,CLI00314,Vestido Midi,Moda,208.39,1,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0007354,PED003897,2026-05-12,CLI00314,Garrafa Termica,Esporte,116.08,1,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0007355,PED003898,2026-05-26,CLI00305,Notebook Gamer,Eletronicos,"R$ 5.093,99",1,Campinas/SP/Brasil,Cartao de Credito,Entregue
TRX0007356,PED003899,2026-05-15,CLI00547,Liquidificador Potente,Casa,217.77,1,Sao Paulo/SP/Brasil,Cartao de Debito,Entregue
TRX0007357,PED003900,2026-05-18,CLI00652,Jogo de Panelas,Casa,387.00,1,Fortaleza/CE/Brasil,Pix,Entregue
TRX0007358,PED003900,18/05/2026,CLI00652,Garrafa Termica,Esporte,"117,11",1,Fortaleza/CE/Brasil,Pix,Entregue
TRX0007359,PED003901,2026-05-29,CLI00647,Livro Historia do Brasil,Livros,73.38,1,Recife/PE/Brasil,Cartao de Credito,Entregue
TRX0007360,PED003901,29/05/2026,CLI00647,Mouse Sem Fio,Acessorios,"R$ 94,55",1,Recife/PE/Brasil,Cartao de Credito,Entregue
TRX0007804,PED004124,2026-06-18,CLI00160,Notebook Ultrafino,Eletronicos,"R$ 3.713,08",1,Brasilia/DF/Brasil,Boleto,Entregue
TRX0007361,PED003902,2026-05-18,CLI00350,Smart TV 50,ELETRONICOS,2615.77,4,Porto Alegre/RS/Brasil,Cartao de Debito,Entregue
TRX0007362,PED003902,18-05-2026,CLI00350,Notebook Gamer,Eletronicos,"R$ 4.915,19",2,Porto Alegre/RS/Brasil,Cartao de Debito,Entregue
TRX0006548,PED003461,2026-02-02,CLI00191,Livro Dados em Acao,Livros,"90,46",1,Sao Paulo/SP/Brasil,Boleto,Processando
TRX0007363,PED003903,2026-05-10,CLI00465,Smartphone X200,Eletronicos,"R$ 2.216,45",1,Brasilia/DF/Brasil,Pix,Entregue
TRX0007364,PED003903,2026-05-10,CLI00465,Capa para Smartphone,Acessorios,"R$ 48,56",2,Brasilia/DF/Brasil,Pix,Entregue
TRX0007365,PED003904,31/05/2026,CLI00278,Tapete de Yoga,Esporte,"R$ 153,04",4,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0007366,PED003904,31/05/2026,CLI00278,Camiseta Dry Fit,Esporte,85.96,1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0007367,PED003905,2026-05-22,CLI00014,Luminaria de Mesa,Casa,135.41,1,Curitiba/PR/Brasil,Pix,Devolvido
TRX0007368,PED003906,06-05-2026,CLI00605,Garrafa Termica,Esporte,117.08,1,Belo Horizonte/MG/Brasil,Pix,Entregue
TRX0007369,PED003907,04-05-2026,CLI00049,Tapete de Yoga,Esporte,"145,77",1,Campinas/SP/Brasil,Cartao de Credito,Processando
TRX0007370,PED003907,2026-05-04,CLI00049,Livro Dados em Acao,Livros,95.99,1,Campinas/SP/Brasil,Cartao de Credito,PROCESSANDO
TRX0007371,PED003907,04-05-2026,CLI00049,Camisa Social Slim,Moda,"153,93",1,Campinas/SP/Brasil,Cartao de Credito,Processando
TRX0007372,PED003907,04-05-2026,CLI00049,Calca Jeans Reta,Moda,"195,43",2,Campinas/SP/Brasil,Cartao de Credito,Processando
TRX0007373,PED003907,2026-05-04,CLI00049,Monitor 27,Eletronicos,1226.20,3,Campinas/SP/Brasil,Cartao de Credito,Processando
TRX0007374,PED003908,2026-05-21,CLI00122,Camisa Social Slim,Moda,"161,38",1,Brasilia/DF/Brasil,Boleto,ENTREGUE
TRX0007375,PED003908,2026-05-21,CLI00122,Luminaria de Mesa,Casa,137.43,2,Brasilia/DF/Brasil,Boleto,Entregue
TRX0007376,PED003908,21/05/2026,CLI00122,Tablet 10,Eletronicos,"R$ 1.230,88",4,Brasilia/DF/Brasil,Boleto,Entregue
TRX0005635,PED002982,2025-12-05,CLI00221,Garrafa Termica,Esporte,128.31,1,Curitiba/PR/Brasil,Cartao de Credito,Entregue
TRX0007377,PED003909,2026-05-22,CLI00354,Smartphone X200,Eletronicos,2341.31,1,Sao Paulo/SP/Brasil,Boleto,Entregue
TRX0007378,PED003910,11/05/2026,CLI00327,Jaqueta Corta Vento,Moda,272.77,1,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0007379,PED003910,2026-05-11,CLI00327,Monitor 27,Eletronicos,"1.216,72",1,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0007380,PED003911,2026-05-21,CLI00510,Camisa Social Slim,moda,"155,61",1,Curitiba/PR/Brasil,Cartao de Credito,Enviado
TRX0007381,PED003912,12/05/2026,CLI00305,Calca Jeans Reta,Moda,195.99,1,Campinas/SP/Brasil,Cartao de Credito,Entregue
TRX0007382,PED003912,12-05-2026,CLI00305,Liquidificador Potente,Casa,"216,40",1,Campinas/SP/Brasil,Cartao de Credito,Entregue
TRX0007383,PED003913,03/05/2026,CLI00236,Tenis Corrida Leve,Esporte,320.59,1,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0007384,PED003914,21-05-2026,CLI00652,Livro SQL Essencial,Livros,"81,01",1,Fortaleza/CE/Brasil,Pix,Devolvido
TRX0007385,PED003914,21/05/2026,CLI00652,Tenis Corrida Leve,Esporte,"R$ 339,22",2,Fortaleza/CE/Brasil,Pix,Devolvido
TRX0007386,PED003914,2026-05-21,CLI00652,Vestido Midi,MODA,220.08,0,Fortaleza/CE/Brasil,Pix,Devolvido
TRX0007387,PED003915,2026-05-25,CLI00305,Tenis Corrida Leve,Esporte,"R$ 318,36",1,Campinas/SP/Brasil,Cartao de Debito,Entregue
TRX0007388,PED003915,25/05/2026,CLI00305,Camiseta Dry Fit,Esporte,"85,61",1,Campinas/SP/Brasil,Cartao de Debito,Entregue
TRX0007389,PED003916,15/05/2026,CLI00632,Halteres 10kg,Esporte,"192,30",1,Brasilia/DF/Brasil,Cartao de Credito,Entregue
TRX0007390,PED003916,2026-05-15,CLI00632,Notebook Ultrafino,Eletronicos,3464.55,4,Brasilia/DF/Brasil,Cartao de Credito,Entregue
TRX0007391,PED003917,2026-05-05,CLI00315,Liquidificador Potente,Casa,"235,96",1,Campinas/SP/Brasil,Pix,Entregue
TRX0007392,PED003918,08-05-2026,CLI00647,Livro SQL Essencial,Livros,76.98,1,Recife/PE/Brasil,Pix,Cancelado
TRX0007393,PED003918,08-05-2026,CLI00647,Mochila para Notebook,Acessorios,"188,50",2,Recife/PE/Brasil,Pix,Cancelado
TRX0007394,PED003918,08/05/2026,CLI00647,Teclado Mecanico,Acessorios,"R$ 349,08",2,Recife/PE/Brasil,Pix,Cancelado
TRX0007395,PED003919,2026-05-21,CLI00222,Mochila para Notebook,Acessorios,"R$ 178,22",1,Belo Horizonte/MG/Brasil,Pix,Entregue
TRX0007396,PED003919,2026-05-21,CLI00222,Mouse Sem Fio,Acessorios,"92,20",1,Belo Horizonte/MG/Brasil,Pix,Entregue
TRX0007397,PED003919,2026-05-21,CLI00222,Headset Gamer,Acessorios,"275,18",1,Belo Horizonte/MG/Brasil,Pix,Entregue
TRX0007398,PED003919,21-05-2026,CLI00222,Jogo de Panelas,Casa,379.90,1,Belo Horizonte/MG/Brasil,Pix,Entregue
TRX0007399,PED003920,04-05-2026,CLI00579,Jogo de Panelas,Casa,"R$ 407,04",2,Fortaleza/CE/Brasil,Boleto,Entregue
TRX0007400,PED003921,23/05/2026,CLI00480,Livro Historia do Brasil,Livros,"R$ 69,23",1,Porto Alegre/RS/Brasil,Cartao de Credito,Entregue
TRX0007401,PED003921,2026-05-23,CLI00480,Notebook Ultrafino,Eletronicos,"3.514,32",1,Porto Alegre/RS/Brasil,Cartao de Credito,Entregue
TRX0007402,PED003921,2026-05-23,CLI00480,Teclado Mecanico,Acessorios,"R$ 365,42",1,Porto Alegre/RS/Brasil,Cartao de Credito,Entregue
TRX0007403,PED003921,2026-05-23,CLI00480,Headset Gamer,Acessorios,"R$ 256,50",1,Porto Alegre/RS/Brasil,Cartao de Credito,Entregue
TRX0007404,PED003921,23/05/2026,CLI00480,Capa para Smartphone,Acessorios,"R$ 49,50",1,Porto Alegre/RS/Brasil,Cartao de Credito,Entregue
TRX0007405,PED003922,29/05/2026,CLI00069,Jogo de Panelas,Casa,420.50,1,Santos/SP/Brasil,Pix,Entregue
TRX0007406,PED003922,2026-05-29,CLI00069,Livro SQL Essencial,LIVROS,"83,21",2,Santos/SP/Brasil,Pix,Entregue
TRX0007407,PED003923,21-05-2026,CLI00300,Cafeteira Eletrica,Casa,"R$ 276,11",1,Brasilia/DF/Brasil,Cartao de Credito,Entregue
TRX0007408,PED003923,21/05/2026,CLI00300,Liquidificador Potente,Casa,"R$ 211,92",1,Brasilia/DF/Brasil,Cartao de Credito,Entregue
TRX0007409,PED003923,2026-05-21,CLI00300,Vestido Midi,Moda,"209,51",2,Brasilia/DF/Brasil,Cartao de Credito,Entregue
TRX0007410,PED003924,29-05-2026,CLI00387,Mochila para Notebook,Acessorios,"182,10",1,Goiania/GO/Brasil,Pix,Cancelado
TRX0007411,PED003924,29/05/2026,CLI00387,Luminaria de Mesa,Casa,138.12,2,Goiania/GO/Brasil,Pix,Cancelado
TRX0007412,PED003925,24/05/2026,CLI00683,Halteres 10kg,Esporte,194.93,1,Salvador/BA/Brasil,Cartao de Credito,entregue
TRX0007413,PED003926,2026-05-04,CLI00385,Notebook Ultrafino,Eletronicos,"3.632,66",1,Belo Horizonte/MG/Brasil,Cartao de Credito,Entregue
TRX0007414,PED003927,2026-05-06,CLI00084,Teclado Mecanico,Acessorios,"374,29",1,Goiania/GO/Brasil,Cartao de Credito,Entregue
TRX0007415,PED003928,11-05-2026,CLI00375,Garrafa Termica,Esporte,"R$ 113,62",1,Belo Horizonte/MG/Brasil,Cartao de Debito,Entregue
TRX0000975,PED000521,20/10/2024,CLI00022,Vestido Midi,Moda,222.89,1,Fortaleza/CE/Brasil,Pix,Entregue
TRX0007416,PED003929,2026-05-03,CLI00503,Notebook Ultrafino,Eletronicos,"R$ 3.657,33",1,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0007417,PED003929,2026-05-03,CLI00503,Mouse Sem Fio,Acessorios,92.40,1,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0007418,PED003929,2026-05-03,CLI00503,Camisa Social Slim,Moda,"R$ 158,03",1,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0007419,PED003929,2026-05-03,CLI00503,Teclado Mecanico,Acessorios,332.64,0,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0007420,PED003930,31-05-2026,CLI00647,Hub USB-C,Acessorios,124.64,2,Recife/PE/Brasil,Pix,Entregue
TRX0007421,PED003931,2026-05-01,CLI00698,Calca Jeans Reta,MODA,184.77,1,Recife/PE/Brasil,Cartao de Debito,Entregue
TRX0007422,PED003931,01/05/2026,CLI00698,Smartphone X200,Eletronicos,2199.50,3,Recife/PE/Brasil,Cartao de Debito,Entregue
TRX0007423,PED003932,09-05-2026,CLI00547,Luminaria de Mesa,Casa,145.38,1,Sao Paulo/SP/Brasil,Boleto,Processando
TRX0007424,PED003932,09/05/2026,CLI00547,Camisa Social Slim,moda,"R$ 151,24",2,Sao Paulo/SP/Brasil,Boleto,Processando
TRX0007425,PED003932,09-05-2026,CLI00547,Carregador Turbo,Acessorios,"R$ 97,54",1,Sao Paulo/SP/Brasil,Boleto,Processando
TRX0007426,PED003933,07-05-2026,CLI00301,Hub USB-C,Acessorios,"R$ 139,32",3,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0007427,PED003934,2026-05-27,CLI00301,Camiseta Dry Fit,Esporte,78.25,1,Sao Paulo/SP/Brasil,Pix,Entregue
TRX0007428,PED003934,2026-05-27,CLI00301,Mouse Sem Fio,Acessorios,"R$ 87,54",1,Sao Paulo/SP/Brasil,Pix,Entregue
TRX0007429,PED003935,2026-05-02,CLI00533,Calca Jeans Reta,Moda,"R$ 183,71",1,Campinas/SP/Brasil,Pix,Entregue
TRX0002063,PED001080,08/01/2025,CLI00448,Smartphone X200,Eletronicos,2158.06,2,Florianopolis/SC/Brasil,Cartao de Debito,Entregue
TRX0007430,PED003935,2026-05-02,CLI00533,Garrafa Termica,Esporte,117.12,2,Campinas/SP/Brasil,Pix,Entregue
TRX0007431,PED003935,02-05-2026,CLI00533,Livro Historia do Brasil,Livros,67.95,2,Campinas/SP/Brasil,Pix,Extraviado
TRX0007432,PED003936,2026-05-08,CLI00191,Aspirador Robo,Casa,"R$ 1.649,74",1,Sao Paulo/SP/Brasil,Pix,Cancelado
TRX0007433,PED003936,2026-05-08,CLI00191,Notebook Ultrafino,Eletronicos,23086.90,1,Sao Paulo/SP/Brasil,Pix,CANCELADO
TRX0007434,PED003936,2026-05-08,CLI00191,Mouse Sem Fio,Acessorios,94.59,1,Sao Paulo/SP/Brasil,Pix,Cancelado
TRX0007435,PED003936,2026-05-08,CLI00191,Mochila para Notebook,Acessorios,"R$ 189,02",1,Sao Paulo/SP/Brasil,Pix,Cancelado
TRX0007436,PED003937,2026-05-06,CLI00408,Luminaria de Mesa,CASA,143.87,1,Sao Paulo/SP/Brasil,Boleto,Entregue
TRX0007437,PED003938,2026-05-31,CLI00406,Teclado Mecanico,Acessorios,344.89,1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Devolvido
TRX0007438,PED003938,31-05-2026,CLI00406,Mochila para Notebook,Acessorios,178.03,2,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Devolvido
TRX0007439,PED003939,10/05/2026,CLI00547,Mochila para Notebook,Acessorios,"177,94",1,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0007440,PED003940,2026-05-22,CLI00382,,eletronicos,"2.754,33",1,Curitiba/PR/Brasil,Pix,Entregue
TRX0007441,PED003941,2026-05-19,CLI00010,Vestido Midi,moda,227.34,1,Recife/PE/Brasil,Pix,Entregue
TRX0007442,PED003941,19/05/2026,CLI00010,Garrafa Termica,Esporte,"R$ 125,82",2,Recife/PE/Brasil,Pix,Entregue
TRX0007443,PED003942,2026-05-23,CLI00342,Livro Historia do Brasil,Livros,"R$ 70,06",2,Recife/PE/Brasil,Pix,Cancelado
TRX0007444,PED003942,2026-05-23,CLI00342,Notebook Gamer,Eletronicos,"R$ 4.815,87",1,Recife/PE/Brasil,Pix,Cancelado
TRX0007445,PED003942,2026-05-23,CLI00342,Headset Gamer,Acessorios,"R$ 265,24",1,Recife/PE/Brasil,Pix,Cancelado
TRX0007446,PED003942,2026-05-23,CLI00342,Camiseta Dry Fit,Esporte,"R$ 83,82",1,Recife/PE/Brasil,Pix,Cancelado
TRX0007447,PED003943,23/05/2026,CLI00305,Aspirador Robo,Casa,1699.30,1,Campinas/SP/Brasil,Pix,Enviado
TRX0007448,PED003944,12/05/2026,CLI00429,Notebook Gamer,Eletronicos,"R$ 4.835,53",1,Rio de Janeiro/RJ/Brasil,Pix,Entregue
TRX0007449,PED003945,22-05-2026,CLI00192,Mouse Sem Fio,Acessorios,86.69,1,Campinas/SP/Brasil,Cartao de Credito,Entregue
TRX0007450,PED003945,2026-05-22,CLI00192,Vestido Midi,Moda,"R$ 219,87",1,Campinas/SP/Brasil,Cartao de Credito,entregue
TRX0001685,PED000893,2024-12-23,CLI00374,Camisa Social Slim,Moda,"R$ 163,23",1,Rio de Janeiro/RJ/Brasil,Boleto,Enviado
TRX0007451,PED003946,2026-05-12,CLI00049,Tapete de Yoga,Esporte,"154,29",1,Campinas/SP/Brasil,Cartao de Credito,Devolvido
TRX0007452,PED003946,12-05-2026,CLI00049,Aspirador Robo,Casa,1712.59,2,Campinas/SP/Brasil,Cartao de Credito,Devolvido
TRX0007453,PED003946,2026-05-12,CLI00049,Livro Dados em Acao,LIVROS,"87,32",1,Campinas/SP/Brasil,Cartao de Credito,Devolvido
TRX0007454,PED003947,2026-05-13,CLI00228,Capa para Smartphone,Acessorios,"R$ 53,26",1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0007455,PED003948,27/05/2026,CLI00043,Livro Historia do Brasil,Livros,72.23,1,Rio de Janeiro/RJ/Brasil,Pix,Entregue
TRX0007456,PED003949,2026-05-15,CLI00534,Camisa Social Slim,Moda,161.57,2,Fortaleza/CE/Brasil,Cartao de Credito,Enviado
TRX0007457,PED003949,2026-05-15,CLI00534,Garrafa Termica,Esporte,"R$ 119,05",1,Fortaleza/CE/Brasil,Cartao de Credito,Enviado
TRX0007458,PED003949,15-05-2026,CLI00534,Livro Historia do Brasil,Livros,"73,36",3,Fortaleza/CE/Brasil,Cartao de Credito,Enviado
TRX0007459,PED003950,09-05-2026,CLI00164,Camisa Social Slim,Moda,"R$ 163,55",2,Curitiba/PR/Brasil,Boleto,Entregue
TRX0007460,PED003950,09-05-2026,CLI00164,Notebook Gamer,Eletronicos,"4.687,28",1,Curitiba/PR/Brasil,Boleto,Entregue
TRX0007461,PED003950,2026-05-09,CLI00164,Carregador Turbo,Acessórios,"R$ 105,57",1,Curitiba/PR/Brasil,Boleto,Entregue
TRX0007462,PED003950,09-05-2026,CLI00164,Jogo de Panelas,Casa,413.27,1,Curitiba/PR/Brasil,Boleto,ENTREGUE
TRX0007463,PED003950,2026-05-09,CLI00164,Smartphone X200,Eletronicos,"2.311,33",1,Curitiba/PR/Brasil,Boleto,Entregue
TRX0007464,PED003951,2026-05-21,CLI00347,Capa para Smartphone,Acessorios,"48,01",3,Curitiba/PR/Brasil,Cartao de Credito,devolvido
TRX0007465,PED003951,2026-05-21,CLI00347,Smartphone X200,Eletronicos,"R$ 2.104,66",1,Curitiba/PR/Brasil,Cartao de Credito,Devolvido
TRX0007466,PED003951,2026-05-21,CLI00347,Halteres 10kg,Esporte,"191,72",1,Curitiba/PR/Brasil,Cartao de Credito,Devolvido
TRX0007467,PED003952,2026-05-15,CLI00647,Carregador Turbo,Acessorios,"R$ 96,29",4,Recife/PE/Brasil,Cartao de Credito,Entregue
TRX0007468,PED003952,2026-05-15,CLI00647,Garrafa Termica,Esporte,"126,66",1,Recife/PE/Brasil,Cartao de Credito,Entregue
TRX0007469,PED003952,15-05-2026,CLI00647,Livro SQL Essencial,Livros,76.22,2,Recife/PE/Brasil,Cartao de Credito,entregue
TRX0007470,PED003952,2026-05-15,CLI00647,Liquidificador Potente,Casa,223.00,1,Recife/PE/Brasil,Cartao de Credito,ENTREGUE
TRX0007471,PED003952,15/05/2026,CLI00647,Monitor 27,Eletronicos,"1.126,99",1,Recife/PE/Brasil,Cartao de Credito,Entregue
TRX0007472,PED003953,20-05-2026,CLI00030,Teclado Mecanico,Acessorios,"R$ 356,12",3,Sao Paulo/SP/Brasil,Pix,Cancelado
TRX0007473,PED003954,24-05-2026,CLI00043,Livro SQL Essencial,Livros,"80,36",1,Rio de Janeiro/RJ/Brasil,Pix,Entregue
TRX0007474,PED003955,28-05-2026,CLI00632,Jaqueta Corta Vento,moda,286.53,1,Brasilia/DF/Brasil,Pix,Entregue
TRX0007475,PED003956,2026-05-24,CLI00191,Camisa Social Slim,Moda,"R$ 171,61",2,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0007476,PED003957,05/05/2026,CLI00030,Capa para Smartphone,Acessorios,51.99,1,Sao Paulo/SP/Brasil,Cartao de Debito,Entregue
TRX0007477,PED003957,05/05/2026,CLI00030,Livro Dados em Acao,livros,"R$ 95,51",2,Sao Paulo/SP/Brasil,Cartao de Debito,Entregue
TRX0007478,PED003958,2026-05-03,CLI00667,Capa para Smartphone,Acessorios,"50,93",1,Belo Horizonte/MG/Brasil,Cartao de Credito,Entregue
TRX0007479,PED003958,03-05-2026,CLI00667,Carregador Turbo,Acessorios,"R$ 96,38",-2,Belo Horizonte/MG/Brasil,Cartao de Credito,Entregue
TRX0007480,PED003959,2026-05-27,CLI00628,Notebook Gamer,Eletronicos,"R$ 4.788,85",1,Sao Paulo/SP/Brasil,Boleto,Enviado
TRX0007481,PED003960,11/05/2026,CLI00408,Smart TV 50,Eletronicos,2497.36,1,Sao Paulo/SP/Brasil,Cartao de Debito,Entregue
TRX0007482,PED003961,2026-05-05,CLI00541,Tenis Corrida Leve,Esporte,"316,13",2,Sao Paulo/SP/Brasil,Boleto,Entregue
TRX0007483,PED003961,2026-05-05,CLI00541,Camiseta Dry Fit,Esporte,"R$ 79,35",1,Sao Paulo/SP/Brasil,Boleto,Entregue
TRX0007484,PED003962,2026-05-23,CLI00541,Vestido Midi,Moda,"218,35",2,Sao Paulo/SP/Brasil,Boleto,entregue
TRX0007485,PED003963,29/05/2026,CLI00542,Headset Gamer,Acessorios,"R$ 267,51",4,Curitiba/PR/Brasil,Boleto,Entregue
TRX0007486,PED003964,13/05/2026,CLI00222,Mouse Sem Fio,Acessorios,"93,40",1,Belo Horizonte/MG/Brasil,Cartao de Debito,processando
TRX0007487,PED003965,2026-05-12,CLI00652,Livro SQL Essencial,Livros,"R$ 78,78",2,Fortaleza/CE/Brasil,Cartao de Credito,Entregue
TRX0007488,PED003965,12/05/2026,CLI00652,Mouse Sem Fio,Acessorios,"R$ 92,86",1,Fortaleza/CE/Brasil,Cartao de Credito,Entregue
TRX0007489,PED003965,12/05/2026,CLI00652,Livro Dados em Acao,Livros,88.01,1,Fortaleza/CE/Brasil,Cartao de Credito,Entregue
TRX0007490,PED003965,12/05/2026,CLI00652,Livro Historia do Brasil,livros,"69,29",1,Fortaleza/CE/Brasil,Cartao de Credito,Entregue
TRX0007491,PED003965,12-05-2026,CLI00652,Cafeteira Eletrica,CASA,305.74,2,Fortaleza/CE/Brasil,Cartao de Credito,Entregue
TRX0007492,PED003966,2026-05-18,CLI00480,Livro Dados em Acao,Livros,"84,73",1,Porto Alegre/RS/Brasil,Pix,Entregue
TRX0007493,PED003967,2026-05-09,CLI00148,Smart TV 50,Eletronicos,"2.524,64",1,Fortaleza/CE/Brasil,Cartao de Credito,Entregue
TRX0007494,PED003967,2026-05-09,CLI00148,Camisa Social Slim,Moda,"R$ 169,44",3,Fortaleza/CE/Brasil,Cartao de Credito,Entregue
TRX0007495,PED003967,2026-05-09,CLI00148,Mochila para Notebook,Acessorios,174.02,4,Fortaleza/CE/Brasil,Cartao de Credito,Entregue
TRX0007496,PED003968,2026-05-22,CLI00420,Tapete de Yoga,Esporte,"R$ 146,86",1,Salvador/BA/Brasil,Pix,entregue
TRX0007497,PED003969,12/05/2026,CLI00160,Livro SQL Essencial,LIVROS,77.87,2,Brasilia/DF/Brasil,Cartao de Credito,Devolvido
TRX0007498,PED003969,2026-05-12,CLI00160,Cafeteira Eletrica,Casa,"R$ 289,67",1,Brasilia/DF/Brasil,Cartao de Credito,Devolvido
TRX0007499,PED003970,2026-05-17,CLI00461,Mochila para Notebook,Acessorios,183.24,1,Porto Alegre/RS/Brasil,Cartao de Credito,Entregue
TRX0007500,PED003971,2026-05-26,CLI00361,Tapete de Yoga,Esporte,144.87,1,Santos/SP/Brasil,Cartao de Debito,Entregue
TRX0007501,PED003972,2026-05-06,CLI00191,Tenis Corrida Leve,Esporte,"351,33",2,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0007502,PED003973,2026-05-05,CLI00091,Hub USB-C,Acessorios,"R$ 134,64",3,Sao Paulo/SP/Brasil,Pix,Entregue
TRX0007503,PED003974,2026-05-31,CLI00451,Cafeteira Eletrica,Casa,"R$ 285,11",1,Curitiba/PR/Brasil,Cartao de Debito,Entregue
TRX0007504,PED003975,2026-05-16,CLI00547,Carregador Turbo,ACESSORIOS,"R$ 99,64",1,Sao Paulo/SP/Brasil,Cartao de Debito,Entregue
TRX0007505,PED003975,2026-05-16,CLI00547,Calca Jeans Reta,Moda,"R$ 179,63",2,Sao Paulo/SP/Brasil,Cartao de Debito,Entregue
TRX0007506,PED003976,2026-05-12,CLI00110,Livro Dados em Acao,Livros,"R$ 90,35",1,Uberlandia/MG/Brasil,Cartao de Credito,Cancelado
TRX0007507,PED003977,06-05-2026,CLI00207,Liquidificador Potente,CASA,"R$ 217,08",1,Recife/PE/Brasil,Cartao de Credito,Entregue
TRX0007508,PED003978,23-05-2026,CLI00547,Teclado Mecanico,Acessorios,356.43,1,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0007509,PED003978,2026-05-23,CLI00547,Smartphone X200,Eletronicos,2244.65,3,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
